"","N_Processo","Tipo_Movimentação","Data","Tempo","Censura"
"62344",1.0204503420184e+19,"Conclusão-Remessa","2018-10-02",0,0
"62364",1.0204503420184e+19,"Conclusão-Petição","2019-05-27",67,0
"62373",1.0204503420184e+19,"Decurso de Prazo","2019-09-16",77,1
"62376",1.0271274620194e+19,"Conclusão-Recebimento","2019-09-16",0,0
"62378",1.0271274620194e+19,"Remessa","2019-09-16",77,1
"62383",1.0251883120194e+19,"Conclusão-Remessa","2019-09-02",0,0
"62394",1.0251883120194e+19,"Decurso de Prazo","2019-10-08",55,1
"62399",1.0178581720184e+19,"Conclusão-Remessa","2018-09-04",0,0
"62402",1.0178581720184e+19,"Conclusão-Redistribuição","2019-07-02",0,0
"62406",1.0178581720184e+19,"Conclusão-Redistribuição","2019-09-16",63,0
"62410",1.0178581720184e+19,"Decurso de Prazo","2019-10-22",41,1
"62415",1.0235124820194e+19,"Conclusão-Remessa","2019-08-22",0,0
"62424",1.0235124820194e+19,"Conclusão-Mandado","2019-09-16",12,0
"62445",1.0235124820194e+19,"Petição","2019-10-30",33,1
"62450",1.0172248420194e+19,"Conclusão-Remessa","2019-06-28",1,0
"62455",1.0172248420194e+19,"Petição","2019-09-16",77,1
"62460",1.0263335920184e+19,"Conclusão-Remessa","2018-12-06",0,0
"62473",1.0263335920184e+19,"Decurso de Prazo","2019-10-22",41,1
"62480",1.0149427320194e+19,"Conclusão-Ato ordinatorio","2019-06-06",0,0
"62481",1.0149427320194e+19,"Conclusão-Conclusão","2019-06-06",0,0
"62490",1.0149427320194e+19,"Decurso de Prazo","2019-10-18",45,1
"62495",1.0073268120184e+19,"Conclusão-Remessa","2018-04-17",1,0
"62510",1.0073268120184e+19,"Decurso de Prazo","2019-10-18",45,1
"62515",1.0271655820194e+19,"Conclusão-Remessa","2019-09-16",0,0
"62524",1.0271655820194e+19,"Decurso de Prazo","2019-10-22",41,1
"62530",1.0271672820194e+19,"Conclusão","2019-09-17",76,1
"62536",1.0271681320194e+19,"Conclusão","2019-09-17",76,1
"62541",1.0271794220194e+19,"Conclusão","2019-09-16",77,1
"62546",1.0183844720194e+19,"Conclusão-Remessa","2019-07-10",1,0
"62553",1.0183844720194e+19,"Decurso de Prazo","2019-09-26",67,1
"62558",1.0062421120194e+19,"Conclusão-Remessa","2019-03-13",0,0
"62563",1.0062421120194e+19,"Decurso de Prazo","2019-10-22",41,1
"62566",1.0100170520174e+19,"Conclusão-Recebimento","2017-08-17",0,0
"62572",1.0100170520174e+19,"Conclusão-Remessa","2017-08-24",0,0
"62580",1.0100170520174e+19,"Conclusão-Petição","2018-03-01",0,0
"62590",1.0100170520174e+19,"Conclusão-Petição","2018-11-12",0,0
"62593",1.0100170520174e+19,"Petição","2019-09-16",77,1
"62599",1.0272158420194e+19,"Conclusão","2019-09-17",76,1
"62604",1.0272192420194e+19,"Conclusão-Remessa","2019-09-17",0,0
"62615",1.0272192420194e+19,"Decurso de Prazo","2019-10-09",54,1
"62622",1.0272227620194e+19,"Conclusão","2019-09-17",76,1
"62628",1.0272548120194e+19,"Conclusão","2019-09-19",74,1
"62633",1.0179725320184e+19,"Conclusão-Remessa","2018-09-03",0,0
"62640",1.0179725320184e+19,"Conclusão-Petição","2018-09-20",1,0
"62651",1.0179725320184e+19,"Conclusão-Juntada","2019-05-27",0,0
"62657",1.0179725320184e+19,"Decurso de Prazo","2019-10-15",48,1
"62663",1.0272781220194e+19,"Conclusão","2019-09-18",75,1
"62668",1.0272816420194e+19,"Conclusão-Remessa","2019-09-18",0,0
"62671",1.0272816420194e+19,"Decurso de Prazo","2019-10-22",41,1
"62676",1.0044029720184e+19,"Conclusão-Remessa","2018-03-05",0,0
"62677",1.0044029720184e+19,"Conclusão-Conclusão","2018-05-11",0,0
"62690",1.0044029720184e+19,"Decurso de Prazo","2019-09-17",76,1
"62695",1.0099175020174e+19,"Conclusão-Remessa","2017-08-18",1,0
"62699",1.0099175020174e+19,"Conclusão-Remessa","2017-08-24",0,0
"62706",1.0099175020174e+19,"Conclusão-Petição","2018-03-01",0,0
"62719",1.0099175020174e+19,"Conclusão-Petição","2018-11-12",3,0
"62723",1.0099175020174e+19,"Decurso de Prazo","2019-09-17",76,1
"62728",1.0060671720194e+19,"Conclusão-Remessa","2019-03-11",0,0
"62732",1.0060671720194e+19,"Conclusão-Redistribuição","2019-03-12",1,0
"62755",1.0060671720194e+19,"Conclusão-Juntada","2019-05-27",0,0
"62760",1.0060671720194e+19,"Decurso de Prazo","2019-09-17",76,1
"62765",1.0227356320194e+19,"Conclusão-Remessa","2019-08-15",0,0
"62770",1.0227356320194e+19,"Decurso de Prazo","2019-09-17",76,1
"62775",1.0223675420194e+19,"Conclusão-Remessa","2019-08-13",1,0
"62781",1.0223675420194e+19,"Petição","2019-09-24",69,1
"62788",1.0091178520184e+19,"Conclusão-Petição","2019-02-15",189,0
"62792",1.0091178520184e+19,"Decurso de Prazo","2019-09-17",76,1
"62797",1.0036898820194e+19,"Conclusão-Remessa","2019-02-15",0,0
"62814",1.0036898820194e+19,"Conclusão-Juntada","2019-05-27",0,0
"62822",1.0036898820194e+19,"Decurso de Prazo","2019-10-08",55,1
"62827",1.0273300820194e+19,"Conclusão","2019-09-18",75,1
"62832",1.0175478920194e+19,"Conclusão-Remessa","2019-07-02",1,0
"62836",1.0175478920194e+19,"Petição","2019-09-17",76,1
"62843",1.0062603220194e+19,"Conclusão-Remessa","2019-03-13",0,0
"62863",1.0062603220194e+19,"Conclusão-Petição","2019-03-20",1,0
"62881",1.0062603220194e+19,"Conclusão-Petição","2019-09-05",129,0
"62900",1.0062603220194e+19,"Decurso de Prazo","2019-10-06",57,1
"62901",1.0247267420194e+19,"Conclusão-Decurso de Prazo","2019-08-30",57,0
"62913",1.0247267420194e+19,"Petição","2019-09-27",66,1
"62918",1.0257175020194e+19,"Conclusão-Remessa","2019-09-05",0,0
"62925",1.0257175020194e+19,"Petição","2019-09-19",74,1
"62932",1.0108132520194e+19,"Conclusão-Juntada","2019-05-06",0,0
"62935",1.0108132520194e+19,"Petição","2019-09-17",76,1
"62940",1.0085866220194e+19,"Conclusão-Remessa","2019-04-04",0,0
"62944",1.0085866220194e+19,"Petição","2019-09-17",76,1
"62949",1.0201463520184e+19,"Conclusão-Remessa","2018-09-27",0,0
"62956",1.0201463520184e+19,"Conclusão-Petição","2018-10-10",1,0
"62966",1.0201463520184e+19,"Conclusão-Petição","2019-05-27",107,0
"62972",1.0201463520184e+19,"Decurso de Prazo","2019-10-22",41,1
"62977",1.0237800520194e+19,"Conclusão-Remessa","2019-08-26",0,0
"62985",1.0237800520194e+19,"Conclusão-Decurso de Prazo","2019-10-22",25,0
"62986",1.0237800520194e+19,"Indeferimento da petição inicial","2019-10-28",35,1
"62992",1.0234362420194e+19,"Conclusão-Mero expediente","2019-08-22",0,0
"63000",1.0234362420194e+19,"Conclusão-Petição","2019-10-15",7,0
"63001",1.0234362420194e+19,"Decurso de Prazo","2019-10-19",44,1
"63007",1.0273916320194e+19,"Conclusão","2019-09-18",75,1
"63012",1.0273977020194e+19,"Conclusão","2019-09-18",75,1
"63017",1.0274098420194e+19,"Conclusão","2019-09-20",73,1
"63022",1.0192710220174e+19,"Conclusão-Remessa","2018-02-20",11,0
"63030",1.0192710220174e+19,"Conclusão-Petição","2019-05-27",192,0
"63035",1.0192710220174e+19,"Decurso de Prazo","2019-10-19",44,1
"63040",1.0155215520184e+19,"Conclusão-Remessa","2018-08-13",0,0
"63049",1.0155215520184e+19,"Conclusão-Decurso de Prazo","2019-04-25",167,0
"63062",1.0155215520184e+19,"Conclusão-Petição","2019-10-18",8,0
"63063",1.0155215520184e+19,"Petição","2019-11-01",31,1
"63068",1.0069462420194e+19,"Conclusão-Remessa","2019-03-20",0,0
"63078",1.0069462420194e+19,"Decurso de Prazo","2019-09-18",75,1
"63083",1.0083270420184e+19,"Conclusão-Remessa","2018-04-27",0,0
"63089",1.0083270420184e+19,"Conclusão-Petição","2018-06-21",14,0
"63099",1.0083270420184e+19,"Conclusão-Desistência","2019-05-23",0,0
"63106",1.0083270420184e+19,"Decurso de Prazo","2019-09-26",67,1
"63111",1.0131309320194e+19,"Conclusão-Remessa","2019-05-22",0,0
"63124",1.0131309320194e+19,"Decurso de Prazo","2019-10-02",61,1
"63129",1.0256441520184e+19,"Conclusão-Remessa","2018-11-28",0,0
"63142",1.0256441520184e+19,"Conclusão-Juntada","2019-05-27",0,0
"63147",1.0256441520184e+19,"Petição","2019-09-18",75,1
"63148",1.0040195620174e+19,"Conclusão-Petição","2017-06-06",75,0
"63162",1.0040195620174e+19,"Conclusão-Petição","2018-06-14",65,0
"63172",1.0040195620174e+19,"Conclusão-Petição","2019-04-08",194,0
"63178",1.0040195620174e+19,"Decurso de Prazo","2019-10-22",41,1
"63183",1.0274530620194e+19,"Conclusão","2019-09-19",74,1
"63195",1.0233652220194e+19,"Conclusão-Petição","2019-10-03",2,0
"63200",1.0233652220194e+19,"Mandado","2019-10-17",46,1
"63205",1.0188989720194e+19,"Conclusão-Remessa","2019-07-12",1,0
"63208",1.0188989720194e+19,"Petição","2019-09-18",75,1
"63214",1.0274582820194e+19,"Conclusão","2019-09-19",74,1
"63219",1.0274626520194e+19,"Conclusão-Remessa","2019-09-19",0,0
"63222",1.0274626520194e+19,"Petição","2019-10-25",38,1
"63227",1.0274747920194e+19,"Conclusão-Remessa","2019-09-19",0,0
"63234",1.0274747920194e+19,"Decurso de Prazo","2019-10-29",34,1
"63240",1.0238623620194e+19,"Conclusão-Remessa","2019-08-26",0,0
"63246",1.0238623620194e+19,"Decurso de Prazo","2019-10-22",41,1
"63251",1.0114030220194e+19,"Conclusão-Remessa","2019-05-07",0,0
"63255",1.0114030220194e+19,"Petição","2019-09-18",75,1
"63260",1.0148379620194e+19,"Conclusão-Remessa","2019-06-05",1,0
"63265",1.0148379620194e+19,"Decurso de Prazo","2019-10-08",55,1
"63271",1.0275198320194e+19,"Conclusão-Remessa","2019-09-20",0,0
"63281",1.0275198320194e+19,"Decurso de Prazo","2019-10-29",34,1
"63287",1.0225306820184e+19,"Conclusão-Redistribuição","2018-10-24",1,0
"63298",1.0225306820184e+19,"Decurso de Prazo","2019-09-19",74,1
"63303",1.0275414420194e+19,"Conclusão-Remessa","2019-09-19",0,0
"63308",1.0275414420194e+19,"Petição","2019-10-30",33,1
"63311",1.0137455420174e+19,"Conclusão-Recebimento","2017-10-11",2,0
"63321",1.0137455420174e+19,"Conclusão-Petição","2018-04-10",0,0
"63330",1.0137455420174e+19,"Conclusão-Petição","2019-01-28",41,0
"63336",1.0137455420174e+19,"Documento","2019-10-03",60,1
"63341",1.0178859720184e+19,"Conclusão-Remessa","2018-09-03",0,0
"63355",1.0178859720184e+19,"Conclusão-Petição","2019-05-27",193,0
"63361",1.0178859720184e+19,"Decurso de Prazo","2019-10-22",41,1
"63367",1.0232240320194e+19,"Conclusão-Remessa","2019-08-20",0,0
"63381",1.0232240320194e+19,"Decurso de Prazo","2019-09-28",65,1
"63386",1.0224827520194e+19,"Conclusão-Recebimento","2019-08-14",1,0
"63389",1.0224827520194e+19,"Conclusão-Petição","2019-08-16",1,0
"63396",1.0224827520194e+19,"Decurso de Prazo","2019-09-19",74,1
"63404",1.0276011720194e+19,"Conclusão","2019-09-20",73,1
"63410",1.0235162220184e+19,"Conclusão-Remessa","2018-11-05",0,0
"63425",1.0235162220184e+19,"Conclusão-Juntada","2019-05-27",0,0
"63429",1.0235162220184e+19,"Petição","2019-09-19",74,1
"63434",1.0276185320194e+19,"Conclusão-Remessa","2019-09-20",0,0
"63441",1.0276185320194e+19,"Petição","2019-10-29",34,1
"63447",1.0025345020194e+19,"Conclusão-Remessa","2019-02-04",0,0
"63469",1.0025345020194e+19,"Petição","2019-10-25",38,1
"63474",1.0121257020184e+19,"Conclusão-Remessa","2018-07-04",12,0
"63481",1.0121257020184e+19,"Conclusão-Decurso de Prazo","2019-04-22",49,0
"63486",1.0121257020184e+19,"Petição","2019-10-11",52,1
"63492",1.0145552920174e+19,"Conclusão-Remessa","2017-11-06",6,0
"63496",1.0145552920174e+19,"Conclusão-Redistribuição","2018-04-24",1,0
"63500",1.0145552920174e+19,"Conclusão-Petição","2019-02-15",59,0
"63508",1.0145552920174e+19,"Conclusão-Juntada","2019-08-26",10,0
"63509",1.0145552920174e+19,"Conclusão-Conclusão","2019-08-29",10,0
"63516",1.0145552920174e+19,"Decurso de Prazo","2019-10-22",41,1
"63519",1.0276419620194e+19,"Conclusão-Recebimento","2019-09-20",1,0
"63522",1.0276419620194e+19,"Petição","2019-11-02",30,1
"63527",1.0238156220194e+19,"Conclusão-Remessa","2019-08-26",0,0
"63540",1.0238156220194e+19,"Documento","2019-10-28",35,1
"63541",1.0246704120194e+19,"Conclusão-Documento","2019-08-30",35,0
"63551",1.0246704120194e+19,"Petição","2019-10-21",42,1
"63556",1.0276522820194e+19,"Conclusão","2019-09-20",73,1
"63561",1.0249458720194e+19,"Conclusão-Remessa","2019-09-02",0,0
"63575",1.0249458720194e+19,"Decurso de Prazo","2019-10-26",37,1
"63581",1.0276887020194e+19,"Conclusão","2019-09-20",73,1
"63586",1.0252930820194e+19,"Conclusão-Remessa","2019-09-03",0,0
"63592",1.0252930820194e+19,"Conclusão-Redistribuição","2019-09-04",0,0
"63604",1.0252930820194e+19,"Conclusão-Petição","2019-09-20",1,0
"63614",1.0252930820194e+19,"Petição","2019-10-30",33,1
"63619",1.0250125220194e+19,"Conclusão-Remessa","2019-09-02",0,0
"63631",1.0250125220194e+19,"Decurso de Prazo","2019-10-16",47,1
"63636",1.0258509220194e+19,"Conclusão-Remessa","2019-09-06",0,0
"63641",1.0258509220194e+19,"Mandado","2019-10-29",34,1
"63646",1.0259219420194e+19,"Conclusão-Remessa","2019-09-06",0,0
"63651",1.0259219420194e+19,"Mandado","2019-10-28",35,1
"63656",1.0206859820184e+19,"Conclusão-Remessa","2018-10-04",0,0
"63666",1.0206859820184e+19,"Conclusão-Documento","2019-08-02",39,0
"63672",1.0206859820184e+19,"Decurso de Prazo","2019-10-09",54,1
"63677",1.0100921020184e+19,"Conclusão-Remessa","2018-05-25",0,0
"63683",1.0100921020184e+19,"Conclusão-Petição","2018-06-20",1,0
"63693",1.0100921020184e+19,"Conclusão-Petição","2019-03-19",1,0
"63696",1.0100921020184e+19,"Conclusão","2019-09-20",73,1
"63701",1.0157582620174e+19,"Conclusão-Remessa","2017-11-28",0,0
"63713",1.0157582620174e+19,"Conclusão-Petição","2018-03-13",1,0
"63719",1.0157582620174e+19,"Conclusão-Petição","2019-04-02",112,0
"63726",1.0157582620174e+19,"Decurso de Prazo","2019-10-22",41,1
"63732",1.0231712220194e+19,"Conclusão-Remessa","2019-08-20",0,0
"63738",1.0231712220194e+19,"Documento","2019-10-30",33,1
"63744",1.0246548720194e+19,"Conclusão-Mudança de Classe Processual","2019-08-30",1,0
"63747",1.0246548720194e+19,"Petição","2019-10-04",59,1
"63753",1.0246366620194e+19,"Conclusão-Remessa","2019-08-30",0,0
"63756",1.0246366620194e+19,"Petição","2019-10-04",59,1
"63762",1.0246349620194e+19,"Conclusão-Remessa","2019-08-30",0,0
"63764",1.0246349620194e+19,"Expedição de documento","2019-09-20",73,1
"63769",1.0234674420194e+19,"Conclusão-Remessa","2019-08-22",1,0
"63773",1.0234674420194e+19,"Petição","2019-10-21",42,1
"63779",1.0121513420194e+19,"Conclusão-Juntada","2019-05-14",0,0
"63782",1.0121513420194e+19,"Petição","2019-10-08",55,1
"63788",1.0231556820194e+19,"Conclusão-Remessa","2019-08-20",0,0
"63791",1.0231556820194e+19,"Petição","2019-10-01",62,1
"63798",1.0180649420194e+19,"Conclusão-Remessa","2019-07-15",0,0
"63802",1.0180649420194e+19,"Petição","2019-10-15",48,1
"63810",1.0255339420194e+19,"Conclusão-Remessa","2019-09-05",0,0
"63813",1.0255339420194e+19,"Petição","2019-10-04",59,1
"63816",1.0277077620194e+19,"Conclusão-Recebimento","2019-09-20",1,0
"63818",1.0277077620194e+19,"Remessa","2019-09-20",73,1
"63823",1.0172334620194e+19,"Conclusão-Remessa","2019-06-27",0,0
"63832",1.0172334620194e+19,"Decurso de Prazo","2019-10-22",41,1
"63835",1.0117685620194e+19,"Conclusão-Recebimento","2019-05-09",1,0
"63841",1.0117685620194e+19,"Conclusão-Ato ordinatorio","2019-07-15",0,0
"63846",1.0117685620194e+19,"Petição","2019-10-30",33,1
"63851",1.0227105020194e+19,"Conclusão-Remessa","2019-08-15",1,0
"63854",1.0227105020194e+19,"Mandado","2019-09-26",67,1
"63860",1.0227668320194e+19,"Conclusão-Redistribuição","2019-08-15",0,0
"63867",1.0227668320194e+19,"Decurso de Prazo","2019-10-29",34,1
"63872",1.0121695520194e+19,"Conclusão-Remessa","2019-05-15",0,0
"63873",1.0121695520194e+19,"Conclusão-Conclusão","2019-08-22",0,0
"63879",1.0121695520194e+19,"Petição","2019-10-03",60,1
"63884",1.0150734820194e+19,"Conclusão-Remessa","2019-06-06",0,0
"63889",1.0150734820194e+19,"Petição","2019-10-03",60,1
"63894",1.0236285420194e+19,"Conclusão-Remessa","2019-08-23",1,0
"63898",1.0236285420194e+19,"Petição","2019-09-26",67,1
"63903",1.0179176820194e+19,"Conclusão-Remessa","2019-07-05",2,0
"63905",1.0179176820194e+19,"Expedição de documento","2019-09-23",70,1
"63909",1.0140235520174e+19,"Conclusão-Petição","2017-10-18",0,0
"63914",1.0140235520174e+19,"Conclusão-Remessa","2017-10-20",2,0
"63920",1.0140235520174e+19,"Conclusão-Petição","2017-11-08",0,0
"63932",1.0140235520174e+19,"Conclusão-Petição","2018-09-25",4,0
"63935",1.0140235520174e+19,"Conclusão-Petição","2019-07-03",160,0
"63939",1.0140235520174e+19,"Decurso de Prazo","2019-10-22",41,1
"63944",1.0185472720194e+19,"Conclusão-Remessa","2019-07-10",1,0
"63949",1.0185472720194e+19,"Mandado","2019-10-07",56,1
"63955",1.0180406620194e+19,"Conclusão-Mudança de Classe Processual","2019-07-05",2,0
"63958",1.0180406620194e+19,"Petição","2019-09-23",70,1
"63963",1.0212944720194e+19,"Conclusão-Remessa","2019-08-15",13,0
"63970",1.0212944720194e+19,"Decurso de Prazo","2019-10-23",40,1
"63975",1.0199255220184e+19,"Conclusão-Remessa","2018-09-25",0,0
"63991",1.0199255220184e+19,"Conclusão-Documento","2018-10-26",0,0
"64006",1.0199255220184e+19,"Conclusão-Decurso de Prazo","2019-04-02",6,0
"64008",1.0199255220184e+19,"Conclusão","2019-09-20",73,1
"64013",1.0172057820194e+19,"Conclusão-Remessa","2019-06-27",0,0
"64017",1.0172057820194e+19,"Petição","2019-10-28",35,1
"64022",1.0239394520194e+19,"Conclusão-Remessa","2019-08-26",0,0
"64024",1.0239394520194e+19,"Expedição de documento","2019-09-20",73,1
"64032",1.0246245220194e+19,"Conclusão-Remessa","2019-08-30",0,0
"64035",1.0246245220194e+19,"Petição","2019-09-25",68,1
"64040",1.0076259220174e+19,"Conclusão-Remessa","2017-07-20",1,0
"64057",1.0076259220174e+19,"Conclusão-Juntada","2019-05-27",0,0
"64064",1.0076259220174e+19,"Documento","2019-10-25",38,1
"64070",1.0234743620194e+19,"Conclusão-Mudança de Classe Processual","2019-08-22",1,0
"64073",1.0234743620194e+19,"Petição","2019-10-09",54,1
"64078",1.0234068620194e+19,"Conclusão-Remessa","2019-08-22",1,0
"64084",1.0234068620194e+19,"Decurso de Prazo","2019-10-19",44,1
"64089",1.0058498620194e+19,"Conclusão-Remessa","2019-03-08",0,0
"64098",1.0058498620194e+19,"Conclusão-Mero expediente","2019-03-19",0,0
"64108",1.0058498620194e+19,"Petição","2019-09-20",73,1
"64114",1.0277528020194e+19,"Conclusão","2019-09-20",73,1
"64119",1.0274282720184e+19,"Conclusão-Remessa","2018-12-14",0,0
"64126",1.0274282720184e+19,"Petição","2019-09-20",73,1
"64131",1.0278263720194e+19,"Conclusão-Remessa","2019-09-24",0,0
"64141",1.0278263720194e+19,"Decurso de Prazo","2019-10-23",40,1
"64146",1.0278324420194e+19,"Conclusão-Remessa","2019-09-23",0,0
"64152",1.0278324420194e+19,"Petição","2019-10-19",44,1
"64157",1.0137458320194e+19,"Conclusão-Remessa","2019-05-28",0,0
"64160",1.0137458320194e+19,"Petição","2019-09-20",73,1
"64165",1.0255364920194e+19,"Conclusão-Remessa","2019-09-04",0,0
"64168",1.0255364920194e+19,"Petição","2019-09-20",73,1
"64176",1.0278540520194e+19,"Conclusão-Remessa","2019-09-23",0,0
"64177",1.0278540520194e+19,"Documento","2019-10-15",48,1
"64182",1.0218481620184e+19,"Conclusão-Remessa","2018-10-17",0,0
"64199",1.0218481620184e+19,"Conclusão-Petição","2019-05-27",63,0
"64205",1.0218481620184e+19,"Decurso de Prazo","2019-10-25",38,1
"64211",1.0278861020194e+19,"Remessa","2019-09-23",70,1
"64216",1.0218395420184e+19,"Conclusão-Remessa","2018-10-17",0,0
"64231",1.0218395420184e+19,"Conclusão-Juntada","2019-04-08",0,0
"64237",1.0218395420184e+19,"Petição","2019-09-23",70,1
"64242",1.0082099120194e+19,"Conclusão-Remessa","2019-04-03",0,0
"64245",1.0082099120194e+19,"Petição","2019-09-23",70,1
"64250",1.0279302920194e+19,"Conclusão-Remessa","2019-09-23",0,0
"64254",1.0279302920194e+19,"Petição","2019-10-27",36,1
"64259",1.0279380620194e+19,"Conclusão-Remessa","2019-09-23",0,0
"64273",1.0279380620194e+19,"Decurso de Prazo","2019-10-29",34,1
"64278",1.0168674120184e+19,"Conclusão-Remessa","2018-08-22",0,0
"64281",1.0168674120184e+19,"Conclusão-Redistribuição","2018-08-24",0,0
"64288",1.0168674120184e+19,"Conclusão-Petição","2018-09-17",4,0
"64295",1.0168674120184e+19,"Conclusão-Juntada","2019-05-27",0,0
"64300",1.0168674120184e+19,"Petição","2019-09-26",67,1
"64305",1.0279432820194e+19,"Conclusão-Remessa","2019-09-23",0,0
"64312",1.0279432820194e+19,"Documento","2019-10-28",35,1
"64317",1.0279510520194e+19,"Conclusão-Remessa","2019-09-24",0,0
"64329",1.0279510520194e+19,"Decurso de Prazo","2019-10-29",34,1
"64334",1.0120433920184e+19,"Conclusão-Remessa","2018-06-21",0,0
"64343",1.0120433920184e+19,"Decurso de Prazo","2019-10-25",38,1
"64348",1.0083115020184e+19,"Conclusão-Remessa","2018-04-27",0,0
"64362",1.0083115020184e+19,"Documento","2019-09-23",70,1
"64368",1.0252198520184e+19,"Conclusão-Juntada","2018-11-26",0,0
"64373",1.0252198520184e+19,"Petição","2019-09-23",70,1
"64378",1.0279727820194e+19,"Conclusão-Remessa","2019-09-24",0,0
"64382",1.0279727820194e+19,"Expedição de documento","2019-10-14",49,1
"64388",1.0179687920194e+19,"Conclusão-Mero expediente","2019-07-08",0,0
"64392",1.0179687920194e+19,"Petição","2019-09-23",70,1
"64397",1.0279831020194e+19,"Conclusão-Juntada","2019-09-25",0,0
"64399",1.0279831020194e+19,"Conclusão-Requisição de Informações","2019-09-27",1,0
"64406",1.0279831020194e+19,"Petição","2019-10-23",40,1
"64411",1.0279900220194e+19,"Conclusão","2019-09-24",69,1
"64416",1.0280178220194e+19,"Conclusão","2019-09-24",69,1
"64423",1.0280507220194e+19,"Conclusão-Remessa","2019-09-24",0,0
"64426",1.0280507220194e+19,"Conclusão","2019-09-24",69,1
"64432",1.0188045220194e+19,"Conclusão-Redistribuição","2019-07-11",1,0
"64435",1.0188045220194e+19,"Petição","2019-09-23",70,1
"64440",1.0280888420194e+19,"Conclusão-Remessa","2019-09-24",0,0
"64450",1.0280888420194e+19,"Petição","2019-10-23",40,1
"64455",1.0280896920194e+19,"Conclusão","2019-09-24",69,1
"64460",1.0248011620194e+19,"Conclusão-Remessa","2019-09-02",0,0
"64470",1.0248011620194e+19,"Decurso de Prazo","2019-10-09",54,1
"64475",1.0196930620194e+19,"Conclusão-Remessa","2019-07-22",5,0
"64480",1.0196930620194e+19,"Petição","2019-09-24",69,1
"64485",1.0150669020184e+19,"Conclusão-Remessa","2018-08-07",0,0
"64504",1.0150669020184e+19,"Documento","2019-09-24",69,1
"64509",1.0244118020184e+19,"Conclusão-Remessa","2018-11-13",0,0
"64536",1.0244118020184e+19,"Conclusão-Decurso de Prazo","2019-05-27",114,0
"64544",1.0244118020184e+19,"Expedição de documento","2019-10-16",47,1
"64549",1.0242642020194e+19,"Conclusão-Remessa","2019-08-27",0,0
"64555",1.0242642020194e+19,"Petição","2019-10-14",49,1
"64561",1.0250913120194e+19,"Remessa","2019-09-24",69,1
"64567",1.0197032120174e+19,"Conclusão-Remessa","2018-02-20",12,0
"64580",1.0197032120174e+19,"Conclusão-Juntada","2019-05-27",0,0
"64587",1.0197032120174e+19,"Decurso de Prazo","2019-09-27",66,1
"64592",1.0219267320194e+19,"Conclusão-Remessa","2019-08-15",7,0
"64599",1.0219267320194e+19,"Conclusão-Petição","2019-10-08",5,0
"64601",1.0219267320194e+19,"Decurso de Prazo","2019-10-26",37,1
"64607",1.0251277320194e+19,"Remessa","2019-09-24",69,1
"64612",1.0127117320194e+19,"Conclusão-Remessa","2019-05-17",0,0
"64620",1.0127117320194e+19,"Decurso de Prazo","2019-10-22",41,1
"64625",1.0104532720184e+19,"Conclusão-Remessa","2018-06-07",8,0
"64631",1.0104532720184e+19,"Conclusão-Decurso de Prazo","2018-08-28",0,0
"64638",1.0104532720184e+19,"Conclusão-Decurso de Prazo","2018-09-25",1,0
"64650",1.0104532720184e+19,"Conclusão-Juntada","2019-05-27",0,0
"64656",1.0104532720184e+19,"Decurso de Prazo","2019-10-29",34,1
"64661",1.0282715520194e+19,"Conclusão-Remessa","2019-09-25",0,0
"64665",1.0282715520194e+19,"Conclusão-Outros","2019-09-26",0,0
"64667",1.0282715520194e+19,"Petição","2019-10-23",40,1
"64672",1.0230534620194e+19,"Conclusão-Remessa","2019-08-19",0,0
"64677",1.0230534620194e+19,"Decurso de Prazo","2019-09-28",65,1
"64682",1.0215620420194e+19,"Conclusão-Remessa","2019-08-06",1,0
"64687",1.0215620420194e+19,"Petição","2019-09-25",68,1
"64693",1.0019805220184e+19,"Conclusão-Mudança de Classe Processual","2018-02-20",5,0
"64701",1.0019805220184e+19,"Conclusão-Petição","2018-10-08",41,0
"64708",1.0019805220184e+19,"Petição","2019-10-09",54,1
"64711",1.0071434720174e+19,"Conclusão-Recebimento","2017-07-18",6,0
"64721",1.0071434720174e+19,"Conclusão-Petição","2018-06-19",71,0
"64725",1.0071434720174e+19,"Conclusão-Petição","2018-10-10",23,0
"64729",1.0071434720174e+19,"Conclusão-Ato ordinatorio","2019-09-25",0,0
"64734",1.0071434720174e+19,"Petição","2019-10-23",40,1
"64737",1.0075346520184e+19,"Conclusão-Recebimento","2018-04-16",0,0
"64752",1.0075346520184e+19,"Conclusão-Juntada","2018-10-08",0,0
"64757",1.0075346520184e+19,"Conclusão-Petição","2019-01-30",7,0
"64764",1.0075346520184e+19,"Conclusão-Juntada","2019-05-27",0,0
"64769",1.0075346520184e+19,"Petição","2019-10-11",52,1
"64774",1.0172407220184e+19,"Conclusão-Remessa","2018-08-24",0,0
"64785",1.0172407220184e+19,"Conclusão-Juntada","2019-05-27",0,0
"64790",1.0172407220184e+19,"Petição","2019-10-14",49,1
"64795",1.0182583120184e+19,"Conclusão-Remessa","2018-09-06",0,0
"64808",1.0182583120184e+19,"Conclusão-Juntada","2019-05-27",0,0
"64812",1.0182583120184e+19,"Decurso de Prazo","2019-10-29",34,1
"64816",1.0177461420194e+19,"Conclusão-Mudança de Classe Processual","2019-07-03",2,0
"64821",1.0177461420194e+19,"Conclusão-Expedição de documento","2019-09-26",0,0
"64823",1.0177461420194e+19,"Petição","2019-10-03",60,1
