"","Nº Processo","Apelido","Classificação","Status","Classe do Processo","Data Inicial","Recebimento, triagem e conclusão do processo","Despacho para notificação do Requerido","Expedição de notificação","Cumprimento da notificação","Oferecimento de manifestação por escrito","Decisão rejeição da ação ou recebimento pet. inicial","Expedição de intimação e/ou citação","Cumprimento da intimação e/ou citação","Contestação e/ou agravo de instrumento","Ato ordinatório (Réplica)","Expedição de intimação","Cumprimento da intimação","Réplica","Ato ordinatório (Provas)","Expedição de intimação (Requerente)","Cumprimento  da intimação","Provas","Expedição de intimação (Requerido)","Cumprimento da intimação","Provas","Decisão saneamento","Expedição de intimação (Requerente)","Cumprimento da intimação","Pedido de esclarecimento ou solicitação de ajustes","Expedição de intimação (Requerido)","Cumprimento da intimação","Pedido de esclarecimento ou solicitação de ajustes","Prova pericial","Prova oral (audiência de instrução e julgamento)","Ato ordinário (Alegações finais)","Expedição de intimação (Requerente)","Cumprimento da intimação","Alegações finais","Expedição de intimação (Requerido)","Cumprimento da intimação","Alegações finais","Recebimento e conclusão do processo","Sentença"
"339","461XXX","Apelido339","Aberto","Alerta","Ação Popular","2018-01-04",5,0,4,4,14,38,0,4,10,5,0,8,15,1,3,6,9,3,5,10,18,4,2,6,4,10,8,99,58,0,3,9,14,1,9,18,1,39
"340","462XXX","Apelido340","Aberto","Ok","Ação Popular","2018-08-12",1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"341","463XXX","Apelido341","Aberto","Atrasado","Ação Popular","2018-12-16",1,0,0,6,20,28,1,6,10,0,1,8,16,3,1,9,9,5,5,6,8,3,7,9,0,7,2,98,51,2,4,9,15,3,7,13,5,38
"342","464XXX","Apelido342","Aberto","Ok","Ação Popular","2017-12-03",4,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"343","465XXX","Apelido343","Aberto","Atrasado","Ação Popular","2019-10-12",5,2,5,3,15,38,0,3,13,0,0,5,19,1,5,9,4,2,9,4,11,2,8,2,5,9,4,101,62,3,5,10,12,1,7,17,4,35
"344","466XXX","Apelido344","Aberto","Ok","Ação Popular","2017-08-04",4,2,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"345","467XXX","Apelido345","Aberto","Alerta","Ação Popular","2017-09-13",5,3,4,3,19,25,3,1,17,4,5,10,12,1,4,10,2,3,2,4,13,4,6,9,3,5,2,86,65,2,0,8,15,4,9,12,1,29
"346","468XXX","Apelido346","Aberto","Ok","Ação Popular","2018-03-13",2,0,4,5,14,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"347","469XXX","Apelido347","Aberto","Atrasado","Ação Popular","2018-03-02",0,0,2,1,10,36,5,5,19,4,1,3,17,5,5,10,10,1,9,8,14,3,6,9,3,9,8,98,52,0,1,2,20,4,10,12,5,29
"348","470XXX","Apelido348","Aberto","Ok","Ação Popular","2019-03-31",5,1,5,4,16,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"349","471XXX","Apelido349","Aberto","Atrasado","Ação Popular","2017-06-08",1,1,4,5,17,39,2,2,19,3,5,2,11,2,1,6,6,0,2,4,13,3,5,9,3,5,5,105,67,5,1,6,17,5,10,13,2,28
"350","472XXX","Apelido350","Aberto","Alerta","Ação Popular","2019-05-03",0,4,3,7,12,30,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351","473XXX","Apelido351","Aberto","Ok","Ação Popular","2018-08-16",3,4,5,2,11,22,1,3,17,5,3,6,14,2,2,6,5,4,7,6,10,5,6,10,5,2,5,98,66,3,4,7,20,3,3,11,1,40
"352","474XXX","Apelido352","Aberto","Atrasado","Ação Popular","2019-01-23",2,0,1,1,10,25,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353","475XXX","Apelido353","Aberto","Alerta","Ação Popular","2017-12-18",0,2,4,3,10,31,5,1,19,3,3,5,12,5,0,6,5,2,5,5,10,2,4,8,3,3,10,100,65,0,0,8,20,3,10,13,0,31
"354","476XXX","Apelido354","Aberto","Ok","Ação Popular","2019-12-11",1,2,0,3,18,28,3,3,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"355","477XXX","Apelido355","Aberto","Ok","Ação Popular","2017-02-20",1,0,1,2,11,24,4,7,19,2,5,6,10,5,1,2,9,4,8,9,18,5,4,10,4,7,4,95,68,0,1,3,13,2,4,11,2,34
"356","478XXX","Apelido356","Aberto","Alerta","Ação Popular","2019-09-08",1,2,4,5,20,25,1,5,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"357","479XXX","Apelido357","Aberto","Ok","Ação Popular","2017-11-14",5,4,3,2,20,31,2,3,17,1,4,3,12,2,2,4,10,0,5,4,10,4,9,9,3,10,8,103,55,0,3,2,19,1,9,15,3,37
"358","480XXX","Apelido358","Aberto","Atrasado","Ação Popular","2017-05-19",1,1,3,2,18,30,3,2,10,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"359","481XXX","Apelido359","Aberto","Alerta","Ação Popular","2019-05-19",1,3,3,7,12,29,4,3,12,5,1,10,11,4,4,8,9,4,2,9,16,3,7,10,0,4,7,93,65,0,2,9,15,5,7,10,3,26
"360","482XXX","Apelido360","Aberto","Ok","Ação Popular","2018-09-18",1,2,3,3,16,26,0,3,18,0,1,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"361","483XXX","Apelido361","Aberto","Alerta","Ação Popular","2018-09-23",5,3,2,2,19,29,1,3,15,0,5,7,17,1,1,6,10,3,2,7,16,4,4,9,0,4,4,93,54,5,3,10,17,0,5,20,2,27
"362","484XXX","Apelido362","Aberto","Alerta","Ação Popular","2019-04-27",3,0,2,4,19,33,3,4,15,3,1,7,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"363","485XXX","Apelido363","Aberto","Ok","Ação Popular","2018-03-12",1,5,4,7,14,38,4,5,15,4,5,3,18,4,5,6,8,1,2,8,10,3,4,6,5,3,10,86,69,4,0,8,12,1,6,12,4,24
"364","486XXX","Apelido364","Aberto","Atrasado","Ação Popular","2018-11-29",3,5,2,7,16,29,0,2,19,1,1,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"365","487XXX","Apelido365","Aberto","Alerta","Ação Popular","2019-07-13",3,3,2,4,13,27,5,4,19,3,2,9,16,4,4,7,2,2,9,9,14,2,7,5,4,10,3,103,51,5,5,10,17,1,2,11,2,30
"366","488XXX","Apelido366","Aberto","Atrasado","Ação Popular","2017-08-14",1,1,1,7,14,22,5,1,13,3,4,9,16,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"367","489XXX","Apelido367","Aberto","Alerta","Ação Popular","2018-11-11",4,5,1,2,11,26,5,3,11,4,1,2,20,4,2,5,2,3,5,5,10,3,10,5,1,6,8,85,62,4,4,7,12,4,9,10,0,39
"368","490XXX","Apelido368","Aberto","Atrasado","Ação Popular","2018-01-20",4,3,5,7,15,38,2,2,11,2,2,2,17,1,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"369","491XXX","Apelido369","Aberto","Ok","Ação Popular","2017-09-24",5,0,0,6,12,35,5,4,10,2,1,6,11,2,3,9,10,4,2,10,18,4,6,9,2,2,3,105,58,0,3,3,13,3,4,12,1,28
"370","492XXX","Apelido370","Aberto","Alerta","Ação Popular","2018-06-13",5,5,5,1,19,36,5,3,19,4,3,10,20,3,4,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"371","493XXX","Apelido371","Aberto","Atrasado","Ação Popular","2017-04-07",4,4,1,7,13,31,1,6,16,3,0,6,14,2,2,9,5,1,6,9,17,1,5,2,5,7,2,103,64,1,3,5,12,4,5,20,3,32
"372","494XXX","Apelido372","Aberto","Ok","Ação Popular","2019-12-21",4,0,5,4,17,38,1,4,20,5,2,10,10,5,4,10,7,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"373","495XXX","Apelido373","Aberto","Alerta","Ação Popular","2018-06-01",4,2,5,1,13,28,5,4,17,0,4,6,16,4,3,6,5,3,2,2,10,4,2,3,0,8,4,90,63,0,5,7,10,3,4,13,1,40
"374","496XXX","Apelido374","Aberto","Atrasado","Ação Popular","2018-01-27",4,0,1,1,19,37,2,5,14,5,1,10,11,5,5,9,5,1,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"375","497XXX","Apelido375","Aberto","Atrasado","Ação Popular","2019-08-19",0,4,3,3,11,25,5,7,14,2,4,5,16,5,5,9,6,0,5,4,8,2,8,9,5,3,9,101,68,4,4,5,10,2,3,12,3,29
"376","498XXX","Apelido376","Aberto","Alerta","Ação Popular","2018-02-09",0,2,4,5,20,33,1,5,13,4,3,8,18,5,0,3,8,2,2,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"377","499XXX","Apelido377","Aberto","Atrasado","Ação Popular","2017-09-22",5,0,4,6,17,28,2,7,12,5,4,6,10,2,5,7,4,2,4,10,17,3,8,9,2,4,10,96,66,0,4,6,11,2,10,13,1,39
"378","500XXX","Apelido378","Aberto","Ok","Ação Popular","2018-04-19",1,2,4,5,16,27,5,7,19,2,1,7,18,3,4,4,6,3,3,10,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"379","501XXX","Apelido379","Aberto","Alerta","Ação Popular","2019-06-14",1,3,0,6,13,25,1,6,10,5,4,7,20,5,3,9,4,4,5,10,9,5,4,6,3,2,5,87,60,2,4,4,16,1,7,19,5,32
"380","502XXX","Apelido380","Aberto","Ok","Ação Popular","2019-05-27",3,5,5,3,20,27,2,2,15,5,3,8,11,5,1,5,6,3,9,7,8,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"381","503XXX","Apelido381","Aberto","Atrasado","Ação Popular","2019-01-10",4,1,5,4,19,37,4,7,16,1,2,7,12,5,3,9,10,1,6,6,14,2,6,4,2,2,5,104,67,3,4,8,17,4,3,18,0,27
"382","504XXX","Apelido382","Aberto","Alerta","Ação Popular","2018-06-28",2,1,4,3,14,31,4,5,17,5,5,2,10,5,2,2,8,0,2,6,14,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"383","505XXX","Apelido383","Aberto","Atrasado","Ação Popular","2017-12-15",1,2,0,3,20,22,3,5,10,5,2,8,13,3,5,9,4,1,2,9,16,0,9,8,4,6,4,96,53,3,4,5,18,3,9,13,4,23
"384","506XXX","Apelido384","Aberto","Alerta","Ação Popular","2018-08-03",0,0,0,2,19,38,3,5,15,1,2,7,16,1,2,4,5,0,7,2,9,4,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"385","507XXX","Apelido385","Aberto","Atrasado","Ação Popular","2017-02-22",4,0,3,6,20,28,4,3,13,2,5,7,15,1,1,5,9,2,8,5,11,5,8,10,5,2,8,90,64,1,4,4,17,5,10,10,4,33
"386","508XXX","Apelido386","Aberto","Alerta","Ação Popular","2018-10-26",1,1,0,4,14,28,0,3,19,1,3,7,11,4,4,10,3,1,10,8,12,0,9,8,5,9,0,0,0,0,0,0,0,0,0,0,0,0
"387","509XXX","Apelido387","Aberto","Atrasado","Ação Popular","2019-12-11",3,4,0,1,18,32,3,1,12,5,0,8,18,1,5,5,7,3,5,9,18,3,6,8,4,4,2,94,52,2,0,4,17,0,3,20,0,22
"388","510XXX","Apelido388","Aberto","Alerta","Ação Popular","2017-09-26",5,4,4,1,15,25,1,7,17,3,3,7,18,1,3,10,2,4,8,10,8,5,3,10,0,6,10,0,0,0,0,0,0,0,0,0,0,0
"389","511XXX","Apelido389","Aberto","Alerta","Ação Popular","2018-11-03",4,4,2,6,11,22,5,1,17,1,4,3,20,0,3,10,3,4,6,10,14,1,6,3,2,5,2,98,59,5,5,9,10,5,4,12,2,36
"390","512XXX","Apelido390","Aberto","Ok","Ação Popular","2019-12-12",5,0,4,2,19,33,4,3,11,5,1,7,17,4,4,10,5,5,4,3,10,4,2,6,3,9,5,95,0,0,0,0,0,0,0,0,0,0
"391","513XXX","Apelido391","Aberto","Atrasado","Ação Popular","2017-03-31",4,5,2,1,16,32,0,5,13,0,3,3,14,3,5,10,10,0,2,7,13,3,9,2,0,8,5,90,55,3,3,10,11,5,5,17,5,39
"392","514XXX","Apelido392","Aberto","Alerta","Ação Popular","2019-09-14",5,0,5,6,10,27,5,1,10,4,2,5,13,2,0,6,4,5,2,6,10,2,3,7,1,6,4,99,67,0,0,0,0,0,0,0,0,0
"393","515XXX","Apelido393","Aberto","Ok","Ação Popular","2019-04-24",5,2,2,6,13,31,0,2,17,3,1,2,11,1,0,4,2,4,10,9,18,4,7,8,1,7,4,93,55,3,4,2,10,3,6,17,1,39
"394","516XXX","Apelido394","Aberto","Alerta","Ação Popular","2017-04-01",0,5,3,3,17,37,5,5,18,0,2,9,13,2,5,9,7,0,7,3,17,3,7,4,1,8,10,90,53,2,0,0,0,0,0,0,0,0
"395","517XXX","Apelido395","Aberto","Atrasado","Ação Popular","2018-02-26",4,0,2,6,14,30,0,1,20,3,0,10,16,1,4,4,4,2,6,2,17,2,6,5,2,3,7,97,58,5,0,8,17,0,10,11,5,35
"396","518XXX","Apelido396","Aberto","Alerta","Ação Popular","2017-01-30",2,0,0,2,10,28,3,2,10,2,3,7,15,5,5,8,4,5,7,9,14,3,10,2,5,10,8,85,60,0,2,0,0,0,0,0,0,0
"397","519XXX","Apelido397","Aberto","Ok","Ação Popular","2019-04-13",3,1,2,7,11,39,0,6,12,2,3,2,13,4,1,6,9,5,2,2,17,5,7,6,0,9,2,93,65,2,5,5,17,0,10,12,0,40
"398","520XXX","Apelido398","Aberto","Atrasado","Ação Popular","2019-12-19",3,3,4,1,20,33,3,3,12,2,0,3,10,3,4,6,5,1,5,6,14,2,4,2,3,6,3,101,57,4,0,8,10,0,0,0,0,0
"399","521XXX","Apelido399","Aberto","Alerta","Ação Popular","2019-07-26",5,4,2,4,11,29,4,1,15,1,0,3,14,2,3,9,10,2,2,9,10,5,6,5,4,2,6,85,65,5,3,4,17,4,5,20,5,34
"400","522XXX","Apelido400","Aberto","Ok","Ação Popular","2018-12-26",0,4,1,3,13,28,3,4,13,3,4,6,10,5,2,5,6,4,8,6,14,3,7,10,0,8,4,85,62,3,2,2,10,4,0,0,0,0
"401","523XXX","Apelido401","Aberto","Atrasado","Ação Popular","2018-08-21",2,4,1,7,15,26,0,1,18,3,0,4,10,3,4,5,3,5,3,9,12,2,8,7,5,4,2,97,52,5,2,9,14,5,3,13,0,28
"402","524XXX","Apelido402","Aberto","Alerta","Ação Popular","2019-06-03",1,2,3,5,15,32,0,3,11,4,3,4,11,0,3,2,9,3,10,5,17,2,4,2,4,4,3,101,67,2,5,10,13,2,4,0,0,0
"403","525XXX","Apelido403","Aberto","Ok","Ação Popular","2017-05-29",4,5,1,1,17,33,4,6,11,2,4,6,19,0,2,7,3,1,4,10,8,1,7,6,2,5,2,96,66,1,2,4,10,5,9,17,4,23
"404","526XXX","Apelido404","Aberto","Ok","Ação Popular","2017-02-12",3,1,2,2,19,31,3,5,19,4,5,7,11,5,4,9,8,5,2,10,8,4,7,3,1,2,10,86,58,5,5,2,10,5,6,13,0,0
"405","527XXX","Apelido405","Aberto","Alerta","Ação Popular","2019-07-13",0,3,0,4,17,37,3,5,10,2,4,2,10,4,4,3,10,4,6,10,18,4,8,10,5,2,6,85,62,2,4,3,12,2,8,19,0,31
"406","528XXX","Apelido406","Aberto","Atrasado","Ação Popular","2018-10-13",1,2,1,2,11,22,3,2,15,5,0,2,17,1,5,9,3,4,5,3,12,1,7,2,2,9,8,96,63,0,1,8,12,5,4,15,3,0
"407","529XXX","Apelido407","Aberto","Ok","Ação Popular","2019-05-06",1,0,5,5,16,22,4,1,15,5,0,5,11,1,0,10,4,4,3,10,11,3,2,2,5,3,2,100,56,5,3,9,15,5,5,17,3,28
"408","530XXX","Apelido408","Aberto","Alerta","Ação Popular","2017-04-20",1,4,0,7,12,24,4,4,14,4,4,6,11,5,3,7,7,4,2,8,16,0,8,3,0,9,3,96,70,4,4,4,19,1,4,15,4,29
"409","531XXX","Apelido409","Aberto","Atrasado","Ação Popular","2019-11-24",5,0,0,2,19,28,4,5,20,3,4,9,17,2,3,8,6,1,6,9,13,2,3,4,3,5,9,104,55,5,4,2,13,4,2,13,2,26
"410","532XXX","Apelido410","Aberto","Ok","Ação Popular","2017-09-01",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"411","533XXX","Apelido411","Aberto","Alerta","Ação Popular","2018-11-08",3,1,4,5,17,25,0,1,10,5,1,4,11,1,0,7,3,3,7,9,8,2,2,5,4,6,3,89,53,2,0,3,10,5,2,10,4,30
"412","534XXX","Apelido412","Aberto","Atrasado","Ação Popular","2017-03-05",4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"413","535XXX","Apelido413","Aberto","Ok","Ação Popular","2017-06-08",1,4,4,6,11,23,5,5,14,1,0,9,19,4,1,6,9,2,7,4,15,0,2,7,5,8,7,89,59,1,4,5,18,1,8,19,4,34
"414","536XXX","Apelido414","Aberto","Atrasado","Ação Popular","2019-09-29",2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"415","537XXX","Apelido415","Aberto","Alerta","Ação Popular","2017-05-26",1,1,2,1,18,39,5,4,20,0,5,2,11,2,4,4,9,3,3,6,16,2,8,3,3,7,3,96,66,1,3,2,20,5,2,16,5,40
"416","538XXX","Apelido416","Aberto","Ok","Ação Popular","2019-06-09",3,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"417","539XXX","Apelido417","Aberto","Alerta","Ação Popular","2019-12-23",4,5,4,3,11,40,1,3,15,2,2,4,18,4,1,4,7,0,6,9,10,1,7,5,5,4,8,99,58,5,4,6,15,2,5,18,3,23
"418","540XXX","Apelido418","Aberto","Alerta","Ação Popular","2017-06-07",1,3,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"419","541XXX","Apelido419","Aberto","Ok","Ação Popular","2018-06-11",1,1,1,7,16,24,3,7,10,3,0,5,13,3,5,9,7,3,2,10,13,4,10,9,1,10,6,101,64,4,0,8,17,1,8,17,3,35
"420","542XXX","Apelido420","Aberto","Atrasado","Ação Popular","2017-10-12",0,2,4,1,18,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"421","543XXX","Apelido421","Aberto","Ok","Ação Popular","2019-03-04",0,2,5,1,18,40,2,6,18,5,3,9,15,0,1,9,10,0,5,6,11,2,4,2,4,4,5,92,64,0,3,4,17,3,10,17,5,25
"422","544XXX","Apelido422","Aberto","Alerta","Ação Popular","2018-02-02",0,0,1,3,14,37,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"423","545XXX","Apelido423","Aberto","Atrasado","Ação Popular","2017-08-16",0,3,2,5,20,38,0,3,20,5,4,4,17,0,5,6,7,4,5,7,9,5,6,3,3,8,6,96,52,2,2,4,11,1,7,16,2,40
"424","546XXX","Apelido424","Aberto","Ok","Ação Popular","2018-09-30",5,1,5,3,17,23,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"425","547XXX","Apelido425","Aberto","Atrasado","Ação Popular","2018-07-04",1,5,5,6,20,29,4,3,11,2,0,8,19,1,2,6,9,2,3,9,16,2,4,6,0,3,7,90,68,5,4,2,12,0,10,13,3,32
"426","548XXX","Apelido426","Aberto","Atrasado","Ação Popular","2019-09-19",5,2,3,5,16,36,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"427","549XXX","Apelido427","Aberto","Ok","Ação Popular","2017-01-07",1,1,5,3,13,22,4,3,18,2,3,8,14,5,3,3,6,2,7,3,15,2,6,4,0,3,9,101,69,0,2,5,12,5,8,14,0,36
"428","550XXX","Apelido428","Aberto","Ok","Ação Popular","2019-01-19",1,5,2,3,17,23,4,3,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"429","551XXX","Apelido429","Aberto","Atrasado","Ação Popular","2017-03-11",1,0,3,4,10,40,0,7,16,2,1,7,16,4,2,7,9,1,2,5,13,2,8,9,3,2,10,94,50,0,3,7,12,1,5,10,5,28
"430","552XXX","Apelido430","Aberto","Atrasado","Ação Popular","2018-11-05",2,1,3,3,17,40,3,6,20,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"431","553XXX","Apelido431","Aberto","Ok","Ação Popular","2018-06-30",4,4,4,3,17,25,3,4,16,0,3,3,10,1,1,10,9,4,2,2,11,5,5,3,5,9,10,97,55,0,0,9,13,1,9,18,0,24
"432","554XXX","Apelido432","Aberto","Atrasado","Ação Popular","2019-01-28",1,4,1,7,16,24,4,2,20,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"433","555XXX","Apelido433","Aberto","Ok","Ação Popular","2017-05-29",0,4,5,6,19,39,4,1,11,2,0,10,13,3,2,2,9,5,2,5,11,3,2,5,1,5,5,100,59,0,1,8,15,4,10,15,1,28
"434","556XXX","Apelido434","Aberto","Ok","Ação Popular","2017-12-14",4,3,4,3,10,22,3,4,13,3,1,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"435","557XXX","Apelido435","Aberto","Ok","Ação Popular","2018-09-19",4,4,4,6,19,40,2,6,16,5,5,2,14,2,2,6,10,5,5,8,8,1,9,9,2,8,9,95,69,1,0,2,13,3,7,16,0,31
"436","558XXX","Apelido436","Aberto","Ok","Ação Popular","2019-11-23",2,0,5,3,15,34,2,7,18,3,4,3,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"437","559XXX","Apelido437","Aberto","Ok","Ação Popular","2017-05-30",5,0,0,1,10,26,0,6,20,1,5,4,20,3,2,5,7,1,10,6,8,3,8,6,2,3,3,91,70,1,0,2,20,5,3,20,4,35
"438","560XXX","Apelido438","Aberto","Ok","Ação Popular","2019-10-30",3,2,5,3,20,34,3,3,20,5,4,3,13,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"439","561XXX","Apelido439","Aberto","Ok","Ação Popular","2017-08-27",2,2,2,6,20,23,2,7,19,0,0,6,12,4,1,10,9,3,6,4,10,1,8,5,1,6,5,89,68,2,5,7,19,1,6,10,4,34
"440","562XXX","Apelido440","Aberto","Ok","Ação Popular","2019-11-28",3,5,5,5,14,34,4,5,12,2,2,5,16,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"441","563XXX","Apelido441","Aberto","Ok","Ação Popular","2019-08-05",4,1,5,6,16,25,1,4,10,0,3,3,11,3,4,8,9,1,5,7,18,0,10,4,1,4,10,89,68,0,1,8,16,4,7,18,2,31
"442","564XXX","Apelido442","Aberto","Ok","Ação Popular","2017-01-29",5,4,0,5,19,31,1,2,19,3,0,9,10,5,4,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"443","565XXX","Apelido443","Aberto","Ok","Ação Popular","2017-08-22",5,3,1,7,19,22,1,1,15,3,5,3,15,2,5,7,10,2,2,6,18,5,10,2,3,5,6,105,54,1,4,9,12,2,4,17,4,22
"444","566XXX","Apelido444","Aberto","Ok","Ação Popular","2019-07-22",4,2,1,6,10,27,1,2,13,5,4,7,14,3,5,8,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"445","567XXX","Apelido445","Aberto","Ok","Ação Popular","2018-02-16",4,3,4,3,17,36,0,3,12,4,0,10,15,3,4,10,2,1,3,9,14,2,4,10,4,3,3,88,66,3,0,8,14,2,7,10,5,38
"446","568XXX","Apelido446","Aberto","Ok","Ação Popular","2019-03-08",5,3,2,7,20,33,2,1,12,3,5,4,10,0,3,3,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"447","569XXX","Apelido447","Aberto","Ok","Ação Popular","2018-01-13",5,3,0,3,17,39,2,5,10,5,1,3,18,5,5,5,3,1,9,7,14,3,6,8,2,3,7,95,70,4,2,9,12,1,10,10,5,38
"448","570XXX","Apelido448","Aberto","Ok","Ação Popular","2019-10-03",5,2,4,4,16,24,0,4,15,1,1,3,18,0,1,7,10,2,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"449","571XXX","Apelido449","Aberto","Ok","Ação Popular","2018-09-17",4,1,2,1,20,22,3,3,20,1,4,5,10,0,4,5,7,4,7,4,8,5,9,5,3,3,4,87,58,1,4,10,12,4,6,10,3,32
"450","572XXX","Apelido450","Aberto","Ok","Ação Popular","2018-08-25",0,1,0,7,14,38,5,3,15,3,2,8,17,5,1,7,9,5,8,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"451","573XXX","Apelido451","Aberto","Ok","Ação Popular","2019-01-20",0,2,4,4,15,28,0,5,13,2,1,8,14,0,2,4,7,5,3,7,14,3,5,7,2,7,2,92,55,4,2,2,10,2,7,11,4,32
"452","574XXX","Apelido452","Aberto","Ok","Ação Popular","2019-09-26",4,3,0,6,18,38,3,5,13,2,2,2,15,3,1,6,8,3,10,10,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"453","575XXX","Apelido453","Aberto","Ok","Ação Popular","2019-02-09",4,2,4,1,16,30,0,4,16,0,3,6,13,4,4,9,5,2,4,5,12,4,9,4,3,4,8,93,54,1,0,10,17,0,3,15,0,36
"454","576XXX","Apelido454","Aberto","Ok","Ação Popular","2017-02-24",2,2,3,7,12,39,5,4,10,5,4,6,16,1,5,6,6,2,4,4,12,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"455","577XXX","Apelido455","Aberto","Ok","Ação Popular","2018-09-09",4,5,5,3,12,25,0,6,20,3,1,7,14,0,4,6,6,5,5,9,18,4,8,8,1,2,9,101,53,0,1,5,14,0,6,18,1,36
"456","578XXX","Apelido456","Aberto","Ok","Ação Popular","2018-01-24",0,3,3,6,18,38,2,2,13,2,4,2,20,4,5,7,9,5,10,4,15,0,10,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0
